#years	seasons	measurements	sites	entries	populations	replications	blocks	rows	cols	trait_1	trait_2	trait_3
2026	Winter	2026-06-03	site_1	entry_019	pop_1	replication_1	block_03	row_04	col_06	13.667363069521082	253.7692428813327	266.1351048590258
2026	Winter	2026-06-03	site_1	entry_020	pop_1	replication_1	block_10	row_03	col_20	11.840089699659774	254.4096968038581	266.85441939535593
2026	Winter	2026-06-03	site_1	entry_021	pop_1	replication_1	block_05	row_03	col_09	10.289960432010082	274.5442912063615	258.94804300547224
2026	Winter	2026-06-03	site_1	entry_022	pop_1	replication_1	block_05	row_02	col_10	9.939555448459426	263.8340994294396	272.07338798765164
2026	Winter	2026-06-03	site_1	entry_023	pop_1	replication_1	block_08	row_03	col_16	12.882886603489439	248.93060716592078	272.2516728766722
2026	Winter	2026-06-03	site_1	entry_024	pop_1	replication_1	block_03	row_01	col_05	10.887698813248084	270.94343778838265	275.8017782206108
2026	Winter	2026-06-03	site_1	entry_025	pop_1	replication_1	block_04	row_02	col_07	12.272745091850492	262.8578066985961	262.68518308293216
2026	Winter	2026-06-03	site_1	entry_026	pop_1	replication_1	block_07	row_04	col_13	10.987599190294219	239.63286005803204	266.274306495763
2026	Winter	2026-06-03	site_1	entry_027	pop_1	replication_1	block_08	row_03	col_15	11.990651342578012	245.74096635867755	275.40094768002535
2026	Winter	2026-06-03	site_1	entry_028	pop_1	replication_1	block_06	row_03	col_12	11.1978206548955	264.57573936672344	255.07708550185407
2026	Winter	2026-06-03	site_1	entry_029	pop_1	replication_1	block_02	row_01	col_03	10.866568801988668	236.09068259293818	260.737479155165
2026	Winter	2026-06-03	site_1	entry_030	pop_1	replication_1	block_07	row_04	col_14	11.700845260007135	238.8679191360944	NA
2026	Winter	2026-06-03	site_1	entry_031	pop_1	replication_1	block_05	row_05	col_09	9.485422752672422	NA	255.70078366685655
2026	Winter	2026-06-03	site_1	entry_032	pop_1	replication_1	block_09	row_02	col_18	11.505028052521126	262.3930309514115	261.8933947933186
2026	Winter	2026-06-03	site_1	entry_033	pop_1	replication_1	block_01	row_04	col_01	12.084938561457871	290.6404471953067	252.35909570891903
2026	Winter	2026-06-03	site_1	entry_034	pop_2	replication_1	block_04	row_04	col_08	11.658058388604374	NA	265.2207877015781
2026	Winter	2026-06-03	site_1	entry_035	pop_2	replication_1	block_09	row_03	col_17	11.211550361859498	255.7339209524071	267.81371694856176
2026	Winter	2026-06-03	site_1	entry_036	pop_2	replication_1	block_06	row_02	col_12	11.983699685353367	246.04143834227511	272.1814963094022
2026	Winter	2026-06-03	site_1	entry_037	pop_2	replication_1	block_06	row_05	col_11	10.128164526858543	263.59634289443557	265.1785622879778
2026	Winter	2026-06-03	site_1	entry_038	pop_2	replication_1	block_03	row_01	col_06	11.7883961298285	264.3856718618934	272.1394354694187
2026	Winter	2026-06-03	site_1	entry_039	pop_2	replication_1	block_03	row_03	col_06	11.579251697760641	236.72531504314847	NA
2026	Winter	2026-06-03	site_1	entry_040	pop_2	replication_1	block_04	row_01	col_08	10.214838377270734	262.6463507452412	261.09040872609495
2026	Winter	2026-06-03	site_1	entry_041	pop_2	replication_1	block_09	row_05	col_17	11.745189785401678	267.84497182580253	256.6123453899424
2026	Winter	2026-06-03	site_1	entry_042	pop_2	replication_1	block_04	row_03	col_07	13.304753462400436	233.32258393890694	273.7055366980216
2026	Winter	2026-06-03	site_1	entry_043	pop_2	replication_1	block_03	row_05	col_05	11.016501208358283	NA	263.23176663888114
2026	Winter	2026-06-03	site_1	entry_044	pop_2	replication_1	block_01	row_02	col_01	10.693928936284392	231.78140527824303	259.7512274527634
2026	Winter	2026-06-03	site_1	entry_045	pop_2	replication_1	block_02	row_03	col_03	10.539029500454681	NA	278.6464380727367
2026	Winter	2026-06-03	site_1	entry_046	pop_2	replication_1	block_10	row_05	col_20	11.912818776571443	NA	259.6193351213632
2026	Winter	2026-06-03	site_1	entry_047	pop_2	replication_1	block_07	row_05	col_14	9.629956152540974	271.0894417837995	265.5187084495027
2026	Winter	2026-06-03	site_1	entry_048	pop_2	replication_1	block_01	row_04	col_02	12.963386492415507	250.1302352606294	268.0981753801288
2026	Winter	2026-06-03	site_1	entry_049	pop_2	replication_1	block_10	row_05	col_19	11.690050745971492	248.56352984921608	251.2856875076491
2026	Winter	2026-06-03	site_1	entry_050	pop_2	replication_1	block_06	row_04	col_12	12.454452588402358	243.59017520258092	274.8691561347138
2026	Winter	2026-06-03	site_1	entry_051	pop_2	replication_1	block_06	row_05	col_12	11.730160447844165	250.62281859866292	259.6987048262495
2026	Winter	2026-06-03	site_1	entry_052	pop_2	replication_1	block_07	row_05	col_13	9.063259268337005	284.62181808393194	261.1344574700803
2026	Winter	2026-06-03	site_1	entry_053	pop_2	replication_1	block_01	row_03	col_02	10.411755645580465	247.46797286483897	272.3174327579133
2026	Winter	2026-06-03	site_1	entry_054	pop_2	replication_1	block_08	row_04	col_16	12.048142957787196	228.8915773485271	262.09362323517297
2026	Winter	2026-06-03	site_1	entry_055	pop_2	replication_1	block_06	row_03	col_11	11.203106891609751	256.41296132661574	274.0003023012035
2026	Winter	2026-06-03	site_1	entry_056	pop_2	replication_1	block_04	row_05	col_08	10.64919055340337	254.0345367478972	272.3667498945792
2026	Winter	2026-06-03	site_1	entry_057	pop_2	replication_1	block_10	row_04	col_20	12.49887843158758	238.63889384077436	273.2594904455314
2026	Winter	2026-06-03	site_1	entry_058	pop_2	replication_1	block_09	row_04	col_17	12.91702907654646	246.4915903955207	268.12518407077533
2026	Winter	2026-06-03	site_1	entry_059	pop_2	replication_1	block_08	row_02	col_15	12.327458175454014	244.2573384036447	257.39245755786266
2026	Winter	2026-06-03	site_1	entry_060	pop_2	replication_1	block_02	row_03	col_04	10.70382409722246	249.20601260338842	276.2173239207943
2026	Winter	2026-06-03	site_1	entry_061	pop_2	replication_1	block_02	row_02	col_04	11.376331006174638	237.26094437566462	272.60655656175743
2026	Winter	2026-06-03	site_1	entry_062	pop_2	replication_1	block_10	row_01	col_20	12.575924564609544	249.2926660821027	277.6962841935829
2026	Winter	2026-06-03	site_1	entry_063	pop_2	replication_1	block_09	row_01	col_17	11.185883781426721	267.0056029679988	274.281930619635
2026	Winter	2026-06-03	site_1	entry_064	pop_2	replication_1	block_07	row_03	col_13	12.34621814793977	238.80074373878446	253.56152368540342
2026	Winter	2026-06-03	site_1	entry_065	pop_2	replication_1	block_03	row_02	col_06	11.560438253518317	268.58906971890286	267.7872922833961
2026	Winter	2026-06-03	site_1	entry_066	pop_2	replication_1	block_05	row_05	col_10	10.550214102797348	255.9650189159573	274.0965009453369
2026	Winter	2026-06-03	site_1	entry_067	pop_3	replication_1	block_07	row_03	col_14	12.085525177897093	232.92002184654598	273.64959535753536
2026	Winter	2026-06-03	site_1	entry_068	pop_3	replication_1	block_01	row_02	col_02	11.503919572271018	270.0948559164523	274.39796498443945
2026	Winter	2026-06-03	site_1	entry_069	pop_3	replication_1	block_01	row_05	col_02	9.81052588233415	NA	254.32071357165648
2026	Winter	2026-06-03	site_1	entry_070	pop_3	replication_1	block_06	row_04	col_11	11.033196616725375	237.35712846106546	265.0207369497666
2026	Winter	2026-06-03	site_1	entry_071	pop_3	replication_1	block_06	row_02	col_11	9.946562455964582	263.3211001966457	265.0145194874047
2026	Winter	2026-06-03	site_1	entry_072	pop_3	replication_1	block_05	row_04	col_10	11.522707656844856	241.92210584888204	260.3293491224513
2026	Winter	2026-06-03	site_1	entry_073	pop_3	replication_1	block_08	row_05	col_15	11.07671430426561	261.6741687677807	261.1190771589998
2026	Winter	2026-06-03	site_1	entry_074	pop_3	replication_1	block_05	row_01	col_09	10.96958990994266	256.52521087712637	280.8529517401801
2026	Winter	2026-06-03	site_1	entry_075	pop_3	replication_1	block_02	row_05	col_04	12.901312096554342	236.8454980680126	274.30033950153666
2026	Winter	2026-06-03	site_1	entry_076	pop_3	replication_1	block_09	row_02	col_17	13.324631273849478	247.56045093485156	275.2840910753105
2026	Winter	2026-06-03	site_1	entry_077	pop_3	replication_1	block_03	row_04	col_05	10.949348670923937	268.9370231902667	276.12618877223764
2026	Winter	2026-06-03	site_1	entry_078	pop_3	replication_1	block_06	row_01	col_11	10.550188780869533	292.13201460631876	259.88812467702445
2026	Winter	2026-06-03	site_1	entry_079	pop_3	replication_1	block_10	row_04	col_19	9.778451522998942	268.1158568159513	259.0121758168742
2026	Winter	2026-06-03	site_1	entry_080	pop_3	replication_1	block_05	row_02	col_09	11.008914388101532	251.77361260044063	258.50558906535605
2026	Winter	2026-06-03	site_1	entry_081	pop_3	replication_1	block_05	row_03	col_10	10.20078161131849	266.9375079700759	NA
2026	Winter	2026-06-03	site_1	entry_082	pop_3	replication_1	block_03	row_05	col_06	11.111762583486732	257.47405139365424	259.91479134417233
2026	Winter	2026-06-03	site_1	entry_083	pop_3	replication_1	block_04	row_02	col_08	11.314913102790907	233.6184164917504	263.1245863381495
2026	Winter	2026-06-03	site_1	entry_084	pop_3	replication_1	block_09	row_05	col_18	11.165314439957854	240.2819874070328	276.2634502561089
2026	Winter	2026-06-03	site_1	entry_085	pop_3	replication_1	block_04	row_03	col_08	11.085643843270143	238.5311698797436	261.9760318308629
2026	Winter	2026-06-03	site_1	entry_086	pop_3	replication_1	block_03	row_02	col_05	13.153707117236383	261.40379222601103	NA
2026	Winter	2026-06-03	site_1	entry_087	pop_3	replication_1	block_08	row_05	col_16	11.556853977595967	270.0560196078627	264.32290911383666
2026	Winter	2026-06-03	site_1	entry_088	pop_3	replication_1	block_07	row_02	col_14	9.847325177701318	258.4157660710371	260.9037221397148
2026	Winter	2026-06-03	site_1	entry_089	pop_3	replication_1	block_10	row_03	col_19	11.639405178480665	241.29026236213048	265.07419194026266
2026	Winter	2026-06-03	site_1	entry_090	pop_3	replication_1	block_03	row_03	col_05	10.844293232400567	251.97903488834964	261.1434893204279
2026	Winter	2026-06-03	site_1	entry_091	pop_3	replication_1	block_07	row_02	col_13	11.069835434853442	254.6191867579459	264.9931754703434
2026	Winter	2026-06-03	site_1	entry_092	pop_3	replication_1	block_01	row_03	col_01	11.333909026408922	274.6163653222973	252.29279798076965
2026	Winter	2026-06-03	site_1	entry_093	pop_3	replication_1	block_08	row_02	col_16	12.075307554605578	256.85612039071486	257.5287489228038
2026	Winter	2026-06-03	site_1	entry_094	pop_3	replication_1	block_02	row_04	col_03	13.126069267658522	246.64993892505328	267.69845066298103
2026	Winter	2026-06-03	site_1	entry_095	pop_3	replication_1	block_04	row_04	col_07	12.11636216923465	268.0948013167469	263.0715876869219
2026	Winter	2026-06-03	site_1	entry_096	pop_3	replication_1	block_07	row_01	col_14	10.731092246119733	240.2088713144454	268.65599902306013
2026	Winter	2026-06-03	site_1	entry_097	pop_3	replication_1	block_09	row_01	col_18	13.404777849168104	237.19254892213803	263.28975935262173
2026	Winter	2026-06-03	site_1	entry_098	pop_3	replication_1	block_02	row_01	col_04	10.477605291165576	245.66513252250834	264.8605586801037
2026	Winter	2026-06-03	site_1	entry_099	pop_3	replication_1	block_10	row_01	col_19	12.051671740896033	248.13760799174068	261.4916313070102
2026	Winter	2026-06-03	site_1	entry_100	pop_3	replication_1	block_05	row_01	col_10	NA	249.70874667736476	264.7346203108385
2026	Winter	2026-06-03	site_1	entry_001	pop_1	replication_2	block_05	row_09	col_09	10.705720812201086	256.3566688934322	273.5129514310493
2026	Winter	2026-06-03	site_1	entry_002	pop_1	replication_2	block_10	row_06	col_19	10.634664324026533	244.21341214868863	278.0045544545908
2026	Winter	2026-06-03	site_1	entry_003	pop_1	replication_2	block_08	row_10	col_16	11.23730186692267	252.45285506891236	259.7151573142399
2026	Winter	2026-06-03	site_1	entry_004	pop_1	replication_2	block_05	row_09	col_10	11.259924484141008	244.44008342943883	261.4852249363388
2026	Winter	2026-06-03	site_1	entry_005	pop_1	replication_2	block_05	row_06	col_09	11.621062628135402	264.0925218260523	NA
2026	Winter	2026-06-03	site_1	entry_006	pop_1	replication_2	block_08	row_07	col_15	10.404479215960196	236.23168384811365	271.223538804244
2026	Winter	2026-06-03	site_1	entry_007	pop_1	replication_2	block_10	row_10	col_19	10.175555728222891	253.83224154250638	272.08137274936985
2026	Winter	2026-06-03	site_1	entry_008	pop_1	replication_2	block_02	row_06	col_03	12.575443624400071	264.79589415994167	270.69962907054247
2026	Winter	2026-06-03	site_1	entry_009	pop_1	replication_2	block_09	row_06	col_17	11.543258243417132	229.09177785697608	258.2710378877655
2026	Winter	2026-06-03	site_1	entry_010	pop_1	replication_2	block_05	row_08	col_10	11.04832264181415	268.9945401967228	259.7022757446592
2026	Winter	2026-06-03	site_1	entry_011	pop_1	replication_2	block_06	row_06	col_11	11.206766202694336	247.6863342852695	257.86080926222235
2026	Winter	2026-06-03	site_1	entry_012	pop_1	replication_2	block_05	row_10	col_10	11.909879771936795	254.66152137994482	276.5669909187318
2026	Winter	2026-06-03	site_1	entry_013	pop_1	replication_2	block_04	row_08	col_07	11.587698310530833	241.67657646116712	262.8139854084775
2026	Winter	2026-06-03	site_1	entry_014	pop_1	replication_2	block_05	row_10	col_09	10.557285528370956	253.05223169304273	272.2133630963761
2026	Winter	2026-06-03	site_1	entry_015	pop_1	replication_2	block_03	row_09	col_06	10.153924949892845	255.0543995224728	275.88124060442277
2026	Winter	2026-06-03	site_1	entry_016	pop_1	replication_2	block_10	row_10	col_20	9.52306426587705	256.64848256801054	270.7590563136968
2026	Winter	2026-06-03	site_1	entry_017	pop_1	replication_2	block_01	row_10	col_01	11.433386678755621	222.27180752040044	277.3780524382584
2026	Winter	2026-06-03	site_1	entry_018	pop_1	replication_2	block_10	row_08	col_19	9.153706901972816	233.7542705637962	262.08014362932914
2026	Winter	2026-06-03	site_1	entry_019	pop_1	replication_2	block_03	row_10	col_05	13.546765601393632	253.7741105176286	266.13401176844417
2026	Winter	2026-06-03	site_1	entry_020	pop_1	replication_2	block_06	row_10	col_12	11.683163446201984	254.4079628247612	266.8256948912582
2026	Winter	2026-06-03	site_1	entry_021	pop_1	replication_2	block_01	row_06	col_02	10.158477555434917	NA	258.97092578280126
2026	Winter	2026-06-03	site_1	entry_022	pop_1	replication_2	block_07	row_06	col_13	9.904406667078357	263.836373555276	272.1051443409206
2026	Winter	2026-06-03	site_1	entry_023	pop_1	replication_2	block_09	row_08	col_18	12.768179645611276	248.93168099659817	272.226349086099
2026	Winter	2026-06-03	site_1	entry_024	pop_1	replication_2	block_08	row_08	col_16	10.9340579496964	270.94556741435053	275.8195082933207
2026	Winter	2026-06-03	site_1	entry_025	pop_1	replication_2	block_06	row_09	col_12	11.98312371000267	262.86352529294146	NA
2026	Winter	2026-06-03	site_1	entry_026	pop_1	replication_2	block_10	row_09	col_19	10.840008003265158	239.63383393666476	266.27016227751744
2026	Winter	2026-06-03	site_1	entry_027	pop_1	replication_2	block_09	row_07	col_18	11.861162668597574	245.74036404679413	275.3782323577622
2026	Winter	2026-06-03	site_1	entry_028	pop_1	replication_2	block_05	row_07	col_09	11.114648090971942	264.5774069426272	255.1236797199089
2026	Winter	2026-06-03	site_1	entry_029	pop_1	replication_2	block_06	row_07	col_12	10.768902048052485	236.09046334695643	260.75671580019366
2026	Winter	2026-06-03	site_1	entry_030	pop_1	replication_2	block_03	row_07	col_05	11.63814351697115	238.86862472564326	274.4709128677311
2026	Winter	2026-06-03	site_1	entry_031	pop_1	replication_2	block_04	row_10	col_07	9.601665477008025	258.4025540355096	255.67589987435423
2026	Winter	2026-06-03	site_1	entry_032	pop_1	replication_2	block_02	row_09	col_03	11.535548967018174	262.3950888731456	261.87684208255354
2026	Winter	2026-06-03	site_1	entry_033	pop_1	replication_2	block_02	row_09	col_04	12.022070632557671	290.63793532938456	252.41530622320863
2026	Winter	2026-06-03	site_1	entry_034	pop_2	replication_2	block_09	row_10	col_17	11.357485741893935	238.2700981552309	265.16642624303853
2026	Winter	2026-06-03	site_1	entry_035	pop_2	replication_2	block_02	row_10	col_03	11.096073049861968	NA	267.81319720185235
2026	Winter	2026-06-03	site_1	entry_036	pop_2	replication_2	block_07	row_06	col_14	11.931941577601142	NA	272.1643460202658
2026	Winter	2026-06-03	site_1	entry_037	pop_2	replication_2	block_06	row_08	col_12	10.09294761206185	263.5984282893134	NA
2026	Winter	2026-06-03	site_1	entry_038	pop_2	replication_2	block_10	row_06	col_20	11.794773351045096	264.38585616431027	272.22324204645236
2026	Winter	2026-06-03	site_1	entry_039	pop_2	replication_2	block_02	row_10	col_04	11.487630386472839	NA	257.75876603853106
2026	Winter	2026-06-03	site_1	entry_040	pop_2	replication_2	block_08	row_06	col_16	9.995212385518148	262.64929050730746	261.1634436387843
2026	Winter	2026-06-03	site_1	entry_041	pop_2	replication_2	block_04	row_07	col_07	11.822175133195845	267.8466102370967	256.59056491555515
2026	Winter	2026-06-03	site_1	entry_042	pop_2	replication_2	block_04	row_10	col_08	13.230178333332159	233.32291278082056	273.73245287849807
2026	Winter	2026-06-03	site_1	entry_043	pop_2	replication_2	block_07	row_10	col_14	10.896911201069804	236.4820722332704	263.2392680252944
2026	Winter	2026-06-03	site_1	entry_044	pop_2	replication_2	block_02	row_07	col_04	10.65828136660122	231.78052490940317	259.7586254254476
2026	Winter	2026-06-03	site_1	entry_045	pop_2	replication_2	block_08	row_06	col_15	10.415060795299924	NA	278.6992331018032
2026	Winter	2026-06-03	site_1	entry_046	pop_2	replication_2	block_07	row_09	col_14	11.798334291917998	NA	259.60354170901115
2026	Winter	2026-06-03	site_1	entry_047	pop_2	replication_2	block_07	row_09	col_13	9.585192872355224	271.0906418380896	265.49546850698505
2026	Winter	2026-06-03	site_1	entry_048	pop_2	replication_2	block_09	row_09	col_17	13.010796744666406	250.1309639175707	268.07357512794016
2026	Winter	2026-06-03	site_1	entry_049	pop_2	replication_2	block_01	row_08	col_01	NA	248.56545410297895	251.3054502496153
2026	Winter	2026-06-03	site_1	entry_050	pop_2	replication_2	block_04	row_09	col_08	12.614864008890477	243.59165297345393	274.88062216975754
2026	Winter	2026-06-03	site_1	entry_051	pop_2	replication_2	block_06	row_09	col_11	11.67362364012168	250.62275375433452	259.6917156136147
2026	Winter	2026-06-03	site_1	entry_052	pop_2	replication_2	block_09	row_08	col_17	9.087137184064128	284.6243146943574	261.1773482567206
2026	Winter	2026-06-03	site_1	entry_053	pop_2	replication_2	block_01	row_09	col_01	10.406483737145287	247.468961852954	NA
2026	Winter	2026-06-03	site_1	entry_054	pop_2	replication_2	block_08	row_09	col_15	11.923217597672167	228.89335423453105	262.0463260069594
2026	Winter	2026-06-03	site_1	entry_055	pop_2	replication_2	block_03	row_07	col_06	11.128239837907882	256.41174821871465	273.98061621816703
2026	Winter	2026-06-03	site_1	entry_056	pop_2	replication_2	block_04	row_08	col_08	10.631952871957344	254.03604051136693	272.3750138142136
2026	Winter	2026-06-03	site_1	entry_057	pop_2	replication_2	block_01	row_10	col_02	12.270251377316654	238.64181279635307	273.27516559628356
2026	Winter	2026-06-03	site_1	entry_058	pop_2	replication_2	block_04	row_07	col_08	13.016441152086008	246.49142852738856	268.0640835495449
2026	Winter	2026-06-03	site_1	entry_059	pop_2	replication_2	block_05	row_06	col_10	12.273127942278215	244.25741763436395	257.4141446435593
2026	Winter	2026-06-03	site_1	entry_060	pop_2	replication_2	block_03	row_06	col_05	10.611460840366789	249.2090631084583	276.22015999083965
2026	Winter	2026-06-03	site_1	entry_061	pop_2	replication_2	block_01	row_09	col_02	11.183441648559558	237.25978644532955	NA
2026	Winter	2026-06-03	site_1	entry_062	pop_2	replication_2	block_10	row_08	col_20	12.596928880911607	249.2957445177504	277.62132876017614
2026	Winter	2026-06-03	site_1	entry_063	pop_2	replication_2	block_06	row_08	col_11	11.152911840801487	NA	274.27413484678544
2026	Winter	2026-06-03	site_1	entry_064	pop_2	replication_2	block_03	row_06	col_06	12.271809697216668	238.80312413044	253.58977601667337
2026	Winter	2026-06-03	site_1	entry_065	pop_2	replication_2	block_04	row_09	col_07	11.673138619983915	268.58719229308747	267.8132046056587
2026	Winter	2026-06-03	site_1	entry_066	pop_2	replication_2	block_08	row_09	col_16	10.508723553125819	255.96479330842632	274.07263258406005
2026	Winter	2026-06-03	site_1	entry_067	pop_3	replication_2	block_08	row_07	col_16	12.051039431927986	232.9236071873688	273.685517803595
2026	Winter	2026-06-03	site_1	entry_068	pop_3	replication_2	block_07	row_07	col_14	11.507681825678395	270.09551009623823	274.3540047582122
2026	Winter	2026-06-03	site_1	entry_069	pop_3	replication_2	block_01	row_06	col_01	9.845537025887076	239.11951102738686	254.34129151012797
2026	Winter	2026-06-03	site_1	entry_070	pop_3	replication_2	block_01	row_07	col_01	10.949200819455788	237.35783180775647	264.9961247495031
2026	Winter	2026-06-03	site_1	entry_071	pop_3	replication_2	block_08	row_08	col_15	9.923369361931512	263.3239371452538	265.05508377964327
2026	Winter	2026-06-03	site_1	entry_072	pop_3	replication_2	block_02	row_07	col_03	11.499484361678945	241.9241539509376	260.3475489711781
2026	Winter	2026-06-03	site_1	entry_073	pop_3	replication_2	block_09	row_07	col_17	11.070481471077404	261.67628172712415	261.1192262703728
2026	Winter	2026-06-03	site_1	entry_074	pop_3	replication_2	block_01	row_07	col_02	10.879037412308476	256.5233755134707	280.8481868125864
2026	Winter	2026-06-03	site_1	entry_075	pop_3	replication_2	block_03	row_10	col_06	12.77719969644778	NA	274.3272817320611
2026	Winter	2026-06-03	site_1	entry_076	pop_3	replication_2	block_02	row_08	col_03	13.305182351107218	247.5637833221144	275.2940189565763
2026	Winter	2026-06-03	site_1	entry_077	pop_3	replication_2	block_02	row_08	col_04	10.93935714855051	268.9435733201286	NA
2026	Winter	2026-06-03	site_1	entry_078	pop_3	replication_2	block_05	row_08	col_09	10.549608839566936	292.13368449482266	259.90066609591787
2026	Winter	2026-06-03	site_1	entry_079	pop_3	replication_2	block_02	row_06	col_04	9.779637586836985	268.11805127390943	259.0139489285018
2026	Winter	2026-06-03	site_1	entry_080	pop_3	replication_2	block_05	row_07	col_10	10.959498344169225	251.77339406497273	258.51133304707827
2026	Winter	2026-06-03	site_1	entry_081	pop_3	replication_2	block_03	row_08	col_05	10.175206957202025	266.94108934694464	263.34394298248344
2026	Winter	2026-06-03	site_1	entry_082	pop_3	replication_2	block_06	row_10	col_11	11.00719906378476	257.4768630519514	259.88437843780895
2026	Winter	2026-06-03	site_1	entry_083	pop_3	replication_2	block_01	row_08	col_02	10.972434908085887	233.6207914559259	263.12699151851433
2026	Winter	2026-06-03	site_1	entry_084	pop_3	replication_2	block_09	row_06	col_18	NA	240.28379508490113	276.2551080094859
2026	Winter	2026-06-03	site_1	entry_085	pop_3	replication_2	block_07	row_07	col_13	10.783119914297698	238.53293115656666	262.0211500976642
2026	Winter	2026-06-03	site_1	entry_086	pop_3	replication_2	block_06	row_06	col_12	13.080047771495142	NA	266.9849732567207
2026	Winter	2026-06-03	site_1	entry_087	pop_3	replication_2	block_09	row_09	col_18	11.400876304016485	270.05744274757916	264.3193953027803
2026	Winter	2026-06-03	site_1	entry_088	pop_3	replication_2	block_07	row_10	col_13	9.774610297895647	258.4175357421024	260.8274380851289
2026	Winter	2026-06-03	site_1	entry_089	pop_3	replication_2	block_03	row_08	col_06	11.652206004431871	241.29249546600468	265.04288592606457
2026	Winter	2026-06-03	site_1	entry_090	pop_3	replication_2	block_07	row_08	col_14	NA	251.98007261570365	261.1476246575795
2026	Winter	2026-06-03	site_1	entry_091	pop_3	replication_2	block_09	row_10	col_18	10.901235194467096	254.62153468439158	264.9631950272521
2026	Winter	2026-06-03	site_1	entry_092	pop_3	replication_2	block_04	row_06	col_08	11.505044879208706	274.61706694150877	252.27777594104595
2026	Winter	2026-06-03	site_1	entry_093	pop_3	replication_2	block_03	row_09	col_05	11.972832086427388	256.85409282928674	257.4477528321622
2026	Winter	2026-06-03	site_1	entry_094	pop_3	replication_2	block_07	row_08	col_13	13.048453802530362	246.65351328827057	267.68242377447143
2026	Winter	2026-06-03	site_1	entry_095	pop_3	replication_2	block_08	row_10	col_15	NA	268.09621890704295	263.0636870029746
2026	Winter	2026-06-03	site_1	entry_096	pop_3	replication_2	block_06	row_07	col_11	10.722666449257318	240.21060074685425	268.660358468485
2026	Winter	2026-06-03	site_1	entry_097	pop_3	replication_2	block_10	row_07	col_19	13.391386225756225	237.1962814604977	263.31988951101374
2026	Winter	2026-06-03	site_1	entry_098	pop_3	replication_2	block_10	row_09	col_20	10.435457737947592	245.6658953089499	264.85425045558765
2026	Winter	2026-06-03	site_1	entry_099	pop_3	replication_2	block_04	row_06	col_07	12.275540271453844	248.1429550579978	261.4877289856924
2026	Winter	2026-06-03	site_1	entry_100	pop_3	replication_2	block_10	row_07	col_20	11.888723785145176	249.7099963896528	264.7483473588959
2026	Winter	2026-06-03	site_2	entry_001	pop_1	replication_1	block_07	row_02	col_13	11.638488144529992	NA	273.3340305575547
2026	Winter	2026-06-03	site_2	entry_002	pop_1	replication_1	block_10	row_04	col_19	11.647381266457133	244.6324232643171	277.7961646515905
2026	Winter	2026-06-03	site_2	entry_003	pop_1	replication_1	block_07	row_03	col_14	12.160112522481818	252.55780808052884	259.5225560657338
2026	Winter	2026-06-03	site_2	entry_004	pop_1	replication_1	block_03	row_04	col_06	12.365781784670393	244.91553042069336	261.2667049036511
2026	Winter	2026-06-03	site_2	entry_005	pop_1	replication_1	block_08	row_03	col_16	12.427781400219992	264.25286866264275	261.66261335838783
2026	Winter	2026-06-03	site_2	entry_006	pop_1	replication_1	block_08	row_04	col_15	11.436811636270198	236.42493183449648	271.0369187299046
2026	Winter	2026-06-03	site_2	entry_007	pop_1	replication_1	block_02	row_01	col_04	11.413195517188349	NA	271.84978358738766
2026	Winter	2026-06-03	site_2	entry_008	pop_1	replication_1	block_05	row_02	col_09	NA	265.17900151719493	270.4395259268903
2026	Winter	2026-06-03	site_2	entry_009	pop_1	replication_1	block_05	row_04	col_10	12.398467183978404	229.521418386665	258.04039365671105
2026	Winter	2026-06-03	site_2	entry_010	pop_1	replication_1	block_08	row_03	col_15	11.965671091216656	268.9758969747361	NA
2026	Winter	2026-06-03	site_2	entry_011	pop_1	replication_1	block_01	row_04	col_02	11.858106201378947	247.76653352216678	257.58741192139973
2026	Winter	2026-06-03	site_2	entry_012	pop_1	replication_1	block_03	row_04	col_05	13.050996029446413	254.693899691606	276.32537383793425
2026	Winter	2026-06-03	site_2	entry_013	pop_1	replication_1	block_07	row_04	col_14	12.305477554995202	241.89674164981548	NA
2026	Winter	2026-06-03	site_2	entry_014	pop_1	replication_1	block_03	row_01	col_06	11.51363622926084	253.23403042939648	271.9686855301654
2026	Winter	2026-06-03	site_2	entry_015	pop_1	replication_1	block_09	row_01	col_18	11.046179688706168	255.29045268316116	275.67075856131817
2026	Winter	2026-06-03	site_2	entry_016	pop_1	replication_1	block_10	row_02	col_20	NA	NA	270.5970719070134
2026	Winter	2026-06-03	site_2	entry_017	pop_1	replication_1	block_04	row_03	col_08	12.539120806018866	222.50953893269943	277.16766704782134
2026	Winter	2026-06-03	site_2	entry_018	pop_1	replication_1	block_03	row_01	col_05	10.01052765680669	234.04999953459554	261.84940932911593
2026	Winter	2026-06-03	site_2	entry_019	pop_1	replication_1	block_07	row_04	col_13	14.427112324424565	254.16281885892903	265.90969792717004
2026	Winter	2026-06-03	site_2	entry_020	pop_1	replication_1	block_01	row_01	col_01	12.733474061332926	254.59670012382992	266.60076808531784
2026	Winter	2026-06-03	site_2	entry_021	pop_1	replication_1	block_02	row_04	col_03	10.876436071467547	274.74013501447706	258.7097807274061
2026	Winter	2026-06-03	site_2	entry_022	pop_1	replication_1	block_07	row_02	col_14	10.712652761058525	263.93606290428585	271.83753783886914
2026	Winter	2026-06-03	site_2	entry_023	pop_1	replication_1	block_09	row_05	col_17	13.520024881513356	249.2833319742671	271.9819503163137
